in s,C1 in V
-6.1590612E+00,1.98242E+00
-6.1589688E+00,1.90430E+00
-6.1588764E+00,2.00195E+00
-6.1587840E+00,1.94336E+00
-6.1586916E+00,2.04102E+00
-6.1585992E+00,1.92383E+00
-6.1585068E+00,1.88477E+00
-6.1584144E+00,1.98242E+00
-6.1583220E+00,1.88477E+00
-6.1582296E+00,1.94336E+00
-6.1581372E+00,2.00195E+00
-6.1580448E+00,1.88477E+00
-6.1579524E+00,2.00195E+00
-6.1578600E+00,1.94336E+00
-6.1577676E+00,1.98242E+00
-6.1576752E+00,1.98242E+00
-6.1575828E+00,1.96289E+00
-6.1574904E+00,1.98242E+00
-6.1573980E+00,2.00195E+00
-6.1573056E+00,1.96289E+00
-6.1572132E+00,1.94336E+00
-6.1571208E+00,1.90430E+00
-6.1570284E+00,2.00195E+00
-6.1569360E+00,1.96289E+00
-6.1568436E+00,2.00195E+00
-6.1567512E+00,1.92383E+00
-6.1566588E+00,1.96289E+00
-6.1565664E+00,1.92383E+00
-6.1564740E+00,2.00195E+00
-6.1563816E+00,1.94336E+00
-6.1562892E+00,1.94336E+00
-6.1561968E+00,1.96289E+00
-6.1561044E+00,1.94336E+00
-6.1560120E+00,1.98242E+00
-6.1559196E+00,2.00195E+00
-6.1558272E+00,1.94336E+00
-6.1557348E+00,1.94336E+00
-6.1556424E+00,1.96289E+00
-6.1555500E+00,1.96289E+00
-6.1554576E+00,2.04102E+00
-6.1553652E+00,1.94336E+00
-6.1552728E+00,1.94336E+00
-6.1551804E+00,1.94336E+00
-6.1550880E+00,1.94336E+00
-6.1549956E+00,1.94336E+00
-6.1549032E+00,1.92383E+00
-6.1548108E+00,1.94336E+00
-6.1547184E+00,1.94336E+00
-6.1546260E+00,2.00195E+00
-6.1545336E+00,1.88477E+00
-6.1544412E+00,1.88477E+00
-6.1543488E+00,1.94336E+00
-6.1542564E+00,1.94336E+00
-6.1541640E+00,2.00195E+00
-6.1540716E+00,1.84570E+00
-6.1539792E+00,1.92383E+00
-6.1538868E+00,1.96289E+00
-6.1537944E+00,1.90430E+00
-6.1537020E+00,1.90430E+00
-6.1536096E+00,1.86523E+00
-6.1535172E+00,1.94336E+00
-6.1534248E+00,1.92383E+00
-6.1533324E+00,1.92383E+00
-6.1532400E+00,1.94336E+00
-6.1531476E+00,2.00195E+00
-6.1530552E+00,1.88477E+00
-6.1529628E+00,1.96289E+00
-6.1528704E+00,1.94336E+00
-6.1527780E+00,1.98242E+00
-6.1526856E+00,1.98242E+00
-6.1525932E+00,1.94336E+00
-6.1525008E+00,1.98242E+00
-6.1524084E+00,1.94336E+00
-6.1523160E+00,1.98242E+00
-6.1522236E+00,1.98242E+00
-6.1521312E+00,1.96289E+00
-6.1520388E+00,1.88477E+00
-6.1519464E+00,2.00195E+00
-6.1518540E+00,1.94336E+00
-6.1517616E+00,1.90430E+00
-6.1516692E+00,1.92383E+00
-6.1515768E+00,1.94336E+00
-6.1514844E+00,1.92383E+00
-6.1513920E+00,1.98242E+00
-6.1512996E+00,1.92383E+00
-6.1512072E+00,1.94336E+00
-6.1511148E+00,1.86523E+00
-6.1510224E+00,1.94336E+00
-6.1509300E+00,1.92383E+00
-6.1508376E+00,1.86523E+00
-6.1507452E+00,2.02148E+00
-6.1506528E+00,1.92383E+00
-6.1505604E+00,1.94336E+00
-6.1504680E+00,1.94336E+00
-6.1503756E+00,2.00195E+00
-6.1502832E+00,1.98242E+00
-6.1501908E+00,1.94336E+00
-6.1500984E+00,1.94336E+00
-6.1500060E+00,2.00195E+00
-6.1499136E+00,1.92383E+00
-6.1498212E+00,1.94336E+00
-6.1497288E+00,1.92383E+00
-6.1496364E+00,1.98242E+00
-6.1495440E+00,1.96289E+00
-6.1494516E+00,1.92383E+00
-6.1493592E+00,2.00195E+00
-6.1492668E+00,1.86523E+00
-6.1491744E+00,1.94336E+00
-6.1490820E+00,1.90430E+00
-6.1489896E+00,1.96289E+00
-6.1488972E+00,1.96289E+00
-6.1488048E+00,1.94336E+00
-6.1487124E+00,1.94336E+00
-6.1486200E+00,1.94336E+00
-6.1485276E+00,1.88477E+00
-6.1484352E+00,2.00195E+00
-6.1483428E+00,1.94336E+00
-6.1482504E+00,1.94336E+00
-6.1481580E+00,2.00195E+00
-6.1480656E+00,1.86523E+00
-6.1479732E+00,1.98242E+00
-6.1478808E+00,2.00195E+00
-6.1477884E+00,1.94336E+00
-6.1476960E+00,2.00195E+00
-6.1476036E+00,2.02148E+00
-6.1475112E+00,1.94336E+00
-6.1474188E+00,1.86523E+00
-6.1473264E+00,1.94336E+00
-6.1472340E+00,1.98242E+00
-6.1471416E+00,1.92383E+00
-6.1470492E+00,2.06055E+00
-6.1469568E+00,1.96289E+00
-6.1468644E+00,1.94336E+00
-6.1467720E+00,1.94336E+00
-6.1466796E+00,1.90430E+00
-6.1465872E+00,1.94336E+00
-6.1464948E+00,1.92383E+00
-6.1464024E+00,2.00195E+00
-6.1463100E+00,2.04102E+00
-6.1462176E+00,1.96289E+00
-6.1461252E+00,1.96289E+00
-6.1460328E+00,1.88477E+00
-6.1459404E+00,1.90430E+00
-6.1458480E+00,1.92383E+00
-6.1457556E+00,2.02148E+00
-6.1456632E+00,1.92383E+00
-6.1455708E+00,1.96289E+00
-6.1454784E+00,1.88477E+00
-6.1453860E+00,1.98242E+00
-6.1452936E+00,1.94336E+00
-6.1452012E+00,1.94336E+00
-6.1451088E+00,1.94336E+00
-6.1450164E+00,2.00195E+00
-6.1449240E+00,1.92383E+00
-6.1448316E+00,1.90430E+00
-6.1447392E+00,1.94336E+00
-6.1446468E+00,1.98242E+00
-6.1445544E+00,2.00195E+00
-6.1444620E+00,1.92383E+00
-6.1443696E+00,1.96289E+00
-6.1442772E+00,1.94336E+00
-6.1441848E+00,1.98242E+00
-6.1440924E+00,1.92383E+00
-6.1440000E+00,2.00195E+00
-6.1439076E+00,1.94336E+00
-6.1438152E+00,1.92383E+00
-6.1437228E+00,1.94336E+00
-6.1436304E+00,1.98242E+00
-6.1435380E+00,1.96289E+00
-6.1434456E+00,1.96289E+00
-6.1433532E+00,1.98242E+00
-6.1432608E+00,1.90430E+00
-6.1431684E+00,1.94336E+00
-6.1430760E+00,1.94336E+00
-6.1429836E+00,1.96289E+00
-6.1428912E+00,1.90430E+00
-6.1427988E+00,1.94336E+00
-6.1427064E+00,1.92383E+00
-6.1426140E+00,2.00195E+00
-6.1425216E+00,1.94336E+00
-6.1424292E+00,1.98242E+00
-6.1423368E+00,2.00195E+00
-6.1422444E+00,1.96289E+00
-6.1421520E+00,1.88477E+00
-6.1420596E+00,1.94336E+00
-6.1419672E+00,1.94336E+00
-6.1418748E+00,1.94336E+00
-6.1417824E+00,1.88477E+00
-6.1416900E+00,1.98242E+00
-6.1415976E+00,1.94336E+00
-6.1415052E+00,2.04102E+00
-6.1414128E+00,1.86523E+00
-6.1413204E+00,1.94336E+00
-6.1412280E+00,2.02148E+00
-6.1411356E+00,1.90430E+00
-6.1410432E+00,1.94336E+00
-6.1409508E+00,1.94336E+00
-6.1408584E+00,1.94336E+00
-6.1407660E+00,1.96289E+00
-6.1406736E+00,1.92383E+00
-6.1405812E+00,1.94336E+00
-6.1404888E+00,1.94336E+00
-6.1403964E+00,2.00195E+00
-6.1403040E+00,2.00195E+00
-6.1402116E+00,1.90430E+00
-6.1401192E+00,2.04102E+00
-6.1400268E+00,1.98242E+00
-6.1399344E+00,2.00195E+00
-6.1398420E+00,1.92383E+00
-6.1397496E+00,1.96289E+00
-6.1396572E+00,1.96289E+00
-6.1395648E+00,1.94336E+00
-6.1394724E+00,1.94336E+00
-6.1393800E+00,1.94336E+00
-6.1392876E+00,1.96289E+00
-6.1391952E+00,1.98242E+00
-6.1391028E+00,1.94336E+00
-6.1390104E+00,1.94336E+00
-6.1389180E+00,2.06055E+00
-6.1388256E+00,1.96289E+00
-6.1387332E+00,1.96289E+00
-6.1386408E+00,2.02148E+00
-6.1385484E+00,1.92383E+00
-6.1384560E+00,2.00195E+00
-6.1383636E+00,2.00195E+00
-6.1382712E+00,2.00195E+00
-6.1381788E+00,1.90430E+00
-6.1380864E+00,1.98242E+00
-6.1379940E+00,1.96289E+00
-6.1379016E+00,1.94336E+00
-6.1378092E+00,2.00195E+00
-6.1377168E+00,1.96289E+00
-6.1376244E+00,1.94336E+00
-6.1375320E+00,1.94336E+00
-6.1374396E+00,1.92383E+00
-6.1373472E+00,1.92383E+00
-6.1372548E+00,1.94336E+00
-6.1371624E+00,2.00195E+00
-6.1370700E+00,1.92383E+00
-6.1369776E+00,1.96289E+00
-6.1368852E+00,1.96289E+00
-6.1367928E+00,1.86523E+00
-6.1367004E+00,1.98242E+00
-6.1366080E+00,1.98242E+00
-6.1365156E+00,1.98242E+00
-6.1364232E+00,1.94336E+00
-6.1363308E+00,1.88477E+00
-6.1362384E+00,1.94336E+00
-6.1361460E+00,1.94336E+00
-6.1360536E+00,1.94336E+00
-6.1359612E+00,1.94336E+00
-6.1358688E+00,1.88477E+00
-6.1357764E+00,1.94336E+00
-6.1356840E+00,1.94336E+00
-6.1355916E+00,1.88477E+00
-6.1354992E+00,2.00195E+00
-6.1354068E+00,2.00195E+00
-6.1353144E+00,1.94336E+00
-6.1352220E+00,1.94336E+00
-6.1351296E+00,1.96289E+00
-6.1350372E+00,2.00195E+00
-6.1349448E+00,1.86523E+00
-6.1348524E+00,1.96289E+00
-6.1347600E+00,1.88477E+00
-6.1346676E+00,1.94336E+00
-6.1345752E+00,1.96289E+00
-6.1344828E+00,1.98242E+00
-6.1343904E+00,1.88477E+00
-6.1342980E+00,2.00195E+00
-6.1342056E+00,1.94336E+00
-6.1341132E+00,2.00195E+00
-6.1340208E+00,1.94336E+00
-6.1339284E+00,1.92383E+00
-6.1338360E+00,1.94336E+00
-6.1337436E+00,2.00195E+00
-6.1336512E+00,1.94336E+00
-6.1335588E+00,1.94336E+00
-6.1334664E+00,1.94336E+00
-6.1333740E+00,1.92383E+00
-6.1332816E+00,1.92383E+00
-6.1331892E+00,1.96289E+00
-6.1330968E+00,1.94336E+00
-6.1330044E+00,1.94336E+00
-6.1329120E+00,1.94336E+00
-6.1328196E+00,1.88477E+00
-6.1327272E+00,1.92383E+00
-6.1326348E+00,1.94336E+00
-6.1325424E+00,1.98242E+00
-6.1324500E+00,1.94336E+00
-6.1323576E+00,1.94336E+00
-6.1322652E+00,2.00195E+00
-6.1321728E+00,1.90430E+00
-6.1320804E+00,2.00195E+00
-6.1319880E+00,1.90430E+00
-6.1318956E+00,1.92383E+00
-6.1318032E+00,1.90430E+00
-6.1317108E+00,2.00195E+00
-6.1316184E+00,1.94336E+00
-6.1315260E+00,2.00195E+00
-6.1314336E+00,1.94336E+00
-6.1313412E+00,1.98242E+00
-6.1312488E+00,2.00195E+00
-6.1311564E+00,1.94336E+00
-6.1310640E+00,2.00195E+00
-6.1309716E+00,1.94336E+00
-6.1308792E+00,1.92383E+00
-6.1307868E+00,1.94336E+00
-6.1306944E+00,1.94336E+00
-6.1306020E+00,1.98242E+00
-6.1305096E+00,1.92383E+00
-6.1304172E+00,1.88477E+00
-6.1303248E+00,1.94336E+00
-6.1302324E+00,2.04102E+00
-6.1301400E+00,1.94336E+00
-6.1300476E+00,2.00195E+00
-6.1299552E+00,1.92383E+00
-6.1298628E+00,1.94336E+00
-6.1297704E+00,2.00195E+00
-6.1296780E+00,1.90430E+00
-6.1295856E+00,1.92383E+00
-6.1294932E+00,1.88477E+00
-6.1294008E+00,1.96289E+00
-6.1293084E+00,1.92383E+00
-6.1292160E+00,2.00195E+00
-6.1291236E+00,1.94336E+00
-6.1290312E+00,1.90430E+00
-6.1289388E+00,2.00195E+00
-6.1288464E+00,1.94336E+00
-6.1287540E+00,1.92383E+00
-6.1286616E+00,2.00195E+00
-6.1285692E+00,2.00195E+00
-6.1284768E+00,1.94336E+00
-6.1283844E+00,2.00195E+00
-6.1282920E+00,1.94336E+00
-6.1281996E+00,1.96289E+00
